id,name,address,lat,lon,url_2gis,district
70000001089994206,"Parking, парковка","Алматы, Объект",43.21847,76.842083,https://2gis.kz/almaty/firm/70000001089994206,Алматы
70000001089993664,"Sputnik Mall Parking, парковка","Алматы, Объект",43.212061,76.841764,https://2gis.kz/almaty/firm/70000001089993664,Алматы
70000001054881416,"Magnum Cash & Carry, парковка","Алматы, Объект",43.218012,76.843055,https://2gis.kz/almaty/firm/70000001054881416,Алматы
9429940001435690,"Автостоянка, ИП Байтереков","Алматы, микрорайон Мамыр-4, 1д",43.216626,76.840975,https://2gis.kz/almaty/firm/9429940001435690,Алматы
70000001057444517,Автостоянка,"Алматы, Объект",43.211863,76.834533,https://2gis.kz/almaty/firm/70000001057444517,Алматы
70000001091226673,Паркинг,Алматы,43.212865,76.841878,https://2gis.kz/almaty/firm/70000001091226673,Алматы
70000001112820172,Платная парковка,"Алматы, Объект",43.188338,76.830027,https://2gis.kz/almaty/firm/70000001112820172,Алматы
70000001113612995,Парковка,"Алматы, Объект",43.218299,76.843972,https://2gis.kz/almaty/firm/70000001113612995,Алматы
70000001083442129,"Arilan Energy, станция зарядки электромобилей","Алматы, Объект",43.212876,76.841525,https://2gis.kz/almaty/firm/70000001083442129,Алматы
9430468281761879,,Алматы,43.213766,76.832982,https://2gis.kz/almaty/firm/9430468281761879,Алматы
9429940001179723,"Орбита-3, автостоянка","Алматы, Объект",43.198342,76.877667,https://2gis.kz/almaty/firm/9429940001179723,Алматы
9429940001192409,"Таугуль, автостоянка","Алматы, Объект",43.214599,76.875299,https://2gis.kz/almaty/firm/9429940001192409,Алматы
9429940001520633,Автостоянка,"Алматы, улица Рыскулбекова, 30",43.204904,76.872138,https://2gis.kz/almaty/firm/9429940001520633,Алматы
70000001101277349,Подземный платный паркинг,Алматы,43.214345,76.857201,https://2gis.kz/almaty/firm/70000001101277349,Алматы
70000001101414052,"Parqour, парковка ТРЦ Almaty Mall","Алматы, Объект",43.207483,76.859152,https://2gis.kz/almaty/firm/70000001101414052,Алматы
70000001114434917,"AI Parking, платная парковка","Алматы, Объект",43.199819,76.878867,https://2gis.kz/almaty/firm/70000001114434917,Алматы
70000001054847670,Парковка ТД Nur,"Алматы, Объект",43.199119,76.879991,https://2gis.kz/almaty/firm/70000001054847670,Алматы
70000001101603854,Парковка ТЦ Qaratau,"Алматы, Объект",43.204802,76.87803,https://2gis.kz/almaty/firm/70000001101603854,Алматы
